CustomerID,Age,Gender,AnnualIncome,SpendingScore,ProductCategory,ProductPrice,PurchaseDate,StoreID,StoreLocation,PaymentMethod,DiscountApplied,DiscountPercent,ProductCost,Profit,FootTraffic,InventoryLevel,MarketingExpenditure,CompetitorPrice
59,30,Female,82209,26,Books,957.58,2023-01-24,9,New York,Debit Card,False,0,957.58,0.0,937,19,9062.6,1049.33
60,21,Male,75272,82,Health & Beauty,386.44,2022-09-11,95,Houston,Cash,True,19,313.02,73.42000000000002,631,0,3922.19,314.79
61,22,Female,42121,31,Home & Kitchen,47.58,2021-04-24,34,San Jose,Mobile Payment,False,0,47.58,0.0,950,96,9838.13,55.92
62,24,Male,29694,30,Health & Beauty,105.11,2023-06-18,99,Houston,Debit Card,True,24,79.88,25.230000000000004,546,25,3259.61,113.51
63,24,Female,54113,24,Home & Kitchen,496.97,2022-11-25,98,San Diego,Debit Card,False,0,496.97,0.0,981,74,9318.96,482.28
64,19,Male,42503,91,Clothing,325.71,2020-11-06,85,San Antonio,Online Transfer,True,25,244.28,81.42999999999998,517,66,1902.85,377.58
65,25,Female,121150,73,Electronics,207.11,2022-10-18,55,New York,Credit Card,True,18,169.83,37.28,82,39,1289.98,213.75
66,26,Female,67974,19,Home & Kitchen,212.55,2022-04-24,99,San Jose,Online Transfer,False,0,212.55,0.0,268,72,782.21,235.2
67,52,Male,144229,22,Home & Kitchen,236.61,2023-02-15,11,Philadelphia,Cash,False,0,236.61,0.0,708,72,8593.13,195.29
68,63,Male,106288,28,Clothing,769.67,2023-01-25,43,Phoenix,Debit Card,False,0,769.67,0.0,848,7,3071.41,885.43
69,63,Female,122446,37,Home & Kitchen,617.32,2022-05-21,74,Houston,Credit Card,True,15,524.72,92.60000000000002,207,46,2580.0,723.78
70,63,Female,102634,76,Clothing,505.18,2021-03-25,53,New York,Cash,False,0,505.18,0.0,470,69,581.38,470.65
71,62,Male,46787,82,Groceries,595.05,2021-04-01,90,San Antonio,Debit Card,True,17,493.89,101.15999999999995,623,57,779.57,546.16
72,45,Male,146761,26,Electronics,409.46,2022-12-06,18,San Diego,Debit Card,True,24,311.19,98.26999999999998,519,43,6903.73,332.72
73,64,Male,135087,35,Home & Kitchen,876.67,2023-03-25,15,New York,Online Transfer,False,0,876.67,0.0,393,48,6662.69,863.34
74,53,Female,111350,83,Health & Beauty,560.49,2023-04-23,96,San Diego,Cash,True,5,532.47,28.019999999999985,138,59,2047.37,497.51
75,51,Female,145985,25,Groceries,52.51,2020-07-25,42,Dallas,Mobile Payment,False,0,52.51,0.0,623,89,8023.16,54.83
76,61,Female,76754,12,Health & Beauty,546.16,2021-05-28,63,San Antonio,Credit Card,True,9,497.01,49.14999999999998,792,9,4055.43,450.21
77,35,Female,20675,38,Groceries,554.99,2022-11-14,63,Dallas,Online Transfer,False,0,554.99,0.0,418,73,8308.89,463.54
78,25,Male,110056,60,Health & Beauty,682.99,2022-07-24,69,Chicago,Online Transfer,True,26,505.41,177.57999999999998,581,84,6934.45,641.27
79,54,Female,81875,36,Electronics,99.86,2021-07-08,14,Dallas,Cash,False,0,99.86,0.0,995,80,5502.9,101.97
80,70,Female,65613,39,Groceries,219.8,2020-12-01,40,Los Angeles,Mobile Payment,True,29,156.06,63.74000000000001,298,65,4391.21,199.09
81,24,Female,84331,51,Groceries,573.82,2021-12-30,98,Houston,Mobile Payment,False,0,573.82,0.0,313,85,1751.74,620.8
82,52,Female,103663,18,Health & Beauty,571.65,2020-09-05,60,New York,Credit Card,False,0,571.65,0.0,865,51,9784.46,617.2
83,65,Male,57493,8,Clothing,302.48,2021-04-26,72,San Antonio,Debit Card,False,0,302.48,0.0,555,36,8994.19,244.64
84,18,Male,47782,52,Clothing,903.17,2020-10-29,42,San Antonio,Mobile Payment,False,0,903.17,0.0,791,49,5596.41,861.02
85,29,Female,148139,16,Books,500.75,2021-10-06,19,New York,Online Transfer,True,19,405.61,95.14,853,85,6313.45,586.55
86,48,Male,23022,100,Clothing,792.0,2022-07-15,72,San Jose,Online Transfer,False,0,792.0,0.0,76,12,3016.73,677.15
87,51,Female,85448,25,Groceries,984.48,2021-03-06,30,Phoenix,Credit Card,False,0,984.48,0.0,692,5,320.84,988.88
88,39,Male,51172,46,Books,59.34,2022-02-07,68,Los Angeles,Online Transfer,True,30,41.54,17.800000000000004,285,85,3573.49,63.42
89,39,Male,81394,44,Clothing,352.95,2022-01-31,59,San Jose,Online Transfer,False,0,352.95,0.0,401,70,8331.01,366.58
90,19,Male,43803,92,Electronics,980.85,2021-11-12,39,Phoenix,Cash,True,20,784.68,196.17000000000007,594,71,9167.8,1036.07
91,51,Male,103453,77,Electronics,718.37,2021-12-03,56,Los Angeles,Credit Card,False,0,718.37,0.0,71,90,172.89,846.37
92,36,Male,91456,5,Home & Kitchen,543.36,2022-01-24,98,Chicago,Online Transfer,True,12,478.16,65.19999999999999,608,82,4531.12,547.72
93,56,Male,115206,34,Books,738.13,2023-04-23,82,New York,Online Transfer,False,0,738.13,0.0,981,19,1207.63,764.71
94,27,Female,78271,15,Health & Beauty,85.85,2021-07-27,67,New York,Credit Card,False,0,85.85,0.0,680,69,9945.0,89.71
95,52,Male,128135,53,Home & Kitchen,774.66,2021-05-18,98,Dallas,Cash,False,0,774.66,0.0,877,10,9999.73,903.16
96,32,Female,81000,61,Books,428.53,2021-10-25,30,San Jose,Debit Card,False,0,428.53,0.0,173,74,1180.23,450.56
97,34,Female,123251,11,Electronics,644.13,2022-11-24,22,Los Angeles,Debit Card,True,22,502.42,141.70999999999998,78,10,6282.72,560.68
98,67,Female,109270,44,Home & Kitchen,254.21,2023-02-28,81,Dallas,Mobile Payment,False,0,254.21,0.0,809,44,7443.82,260.75
99,47,Female,85131,19,Health & Beauty,746.09,2021-05-21,88,Houston,Debit Card,False,0,746.09,0.0,338,67,8781.47,789.66
100,18,Female,147096,16,Home & Kitchen,976.74,2021-09-06,14,Los Angeles,Credit Card,True,7,908.37,68.37,677,30,6296.42,1037.79
101,69,Male,32367,59,Books,575.54,2021-03-05,40,San Jose,Credit Card,True,9,523.74,51.79999999999996,896,31,1440.72,575.21
102,65,Male,146945,28,Books,258.05,2020-08-06,65,Los Angeles,Online Transfer,True,24,196.12,61.93000000000001,170,48,2363.24,277.49
103,52,Female,136797,77,Electronics,25.17,2020-12-05,60,Dallas,Mobile Payment,True,23,19.38,5.790000000000003,892,72,4117.0,29.03
104,21,Male,56554,56,Groceries,244.41,2023-01-19,5,Phoenix,Credit Card,False,0,244.41,0.0,395,32,4212.78,203.11
105,61,Male,26845,63,Groceries,674.56,2021-01-22,95,San Antonio,Credit Card,True,11,600.36,74.19999999999993,282,22,971.08,663.31
106,19,Male,26835,7,Health & Beauty,447.91,2022-11-08,50,San Diego,Cash,True,18,367.29,80.62,282,75,9705.81,372.51
107,47,Female,125493,65,Electronics,831.11,2020-12-24,51,Los Angeles,Cash,False,0,831.11,0.0,963,82,9286.56,744.01
108,62,Female,99375,35,Groceries,662.36,2020-12-13,28,Phoenix,Online Transfer,True,25,496.77,165.59000000000003,602,62,538.71,631.06
109,49,Female,87041,38,Electronics,889.54,2021-01-03,90,San Antonio,Cash,False,0,889.54,0.0,725,41,422.28,767.74
110,55,Female,122595,79,Groceries,961.75,2023-02-06,47,Phoenix,Online Transfer,True,17,798.25,163.5,177,4,6551.8,1087.78
111,53,Male,33602,32,Home & Kitchen,468.66,2020-10-31,51,Phoenix,Debit Card,False,0,468.66,0.0,987,13,8963.19,420.75
112,53,Female,46786,41,Home & Kitchen,795.89,2021-02-06,45,Phoenix,Cash,False,0,795.89,0.0,828,9,8877.96,716.34
113,28,Female,24266,51,Health & Beauty,879.68,2020-10-07,29,San Jose,Online Transfer,True,7,818.1,61.57999999999993,723,90,6535.46,916.44
114,52,Female,80498,96,Clothing,801.16,2022-04-28,37,Dallas,Credit Card,True,1,793.15,8.009999999999991,522,2,2125.39,773.15
115,23,Male,66264,98,Home & Kitchen,236.1,2022-10-25,3,San Diego,Mobile Payment,False,0,236.1,0.0,782,61,3209.24,280.91
116,53,Male,104502,44,Clothing,159.53,2022-10-07,7,Phoenix,Debit Card,True,23,122.84,36.69,735,82,6739.71,172.45
117,41,Female,34740,35,Home & Kitchen,919.83,2022-06-25,71,San Diego,Credit Card,True,4,883.04,36.79000000000008,317,5,667.29,751.81
118,20,Female,130475,50,Health & Beauty,594.45,2021-11-06,85,Houston,Cash,False,0,594.45,0.0,600,3,9382.97,476.46
119,62,Male,132221,20,Books,299.65,2021-05-19,65,San Diego,Online Transfer,True,20,239.72,59.92999999999998,802,65,5211.36,310.67
120,68,Female,81824,77,Groceries,748.89,2021-12-20,31,Dallas,Credit Card,True,22,584.13,164.76,963,78,7886.66,710.0
121,37,Male,115661,33,Books,964.95,2022-08-08,69,Los Angeles,Credit Card,True,3,936.0,28.950000000000045,607,26,8306.85,1073.71
122,21,Female,124380,52,Groceries,169.05,2020-08-11,52,San Jose,Online Transfer,True,3,163.98,5.070000000000022,325,43,4916.87,172.61
123,49,Female,147532,3,Books,390.37,2021-10-06,46,Dallas,Cash,False,0,390.37,0.0,803,26,4200.67,456.63
124,61,Male,32258,21,Books,178.61,2021-08-17,99,Dallas,Credit Card,False,0,178.61,0.0,378,32,9444.03,208.03
125,33,Female,109905,31,Health & Beauty,734.9,2021-09-18,98,Chicago,Mobile Payment,True,20,587.92,146.98000000000002,238,11,143.44,709.65
126,43,Female,63820,13,Clothing,531.21,2022-01-28,34,San Antonio,Cash,True,30,371.85,159.36,136,5,9152.81,480.54
127,40,Male,148239,9,Electronics,23.52,2020-12-07,30,Chicago,Debit Card,True,12,20.7,2.8200000000000003,55,0,7323.06,25.84
128,28,Male,45084,26,Clothing,892.57,2023-01-27,11,Phoenix,Credit Card,True,24,678.35,214.22000000000003,683,37,8259.57,1039.42
129,20,Male,108941,75,Health & Beauty,760.73,2021-02-20,39,San Antonio,Credit Card,True,21,600.98,159.75,516,90,8162.24,639.58
130,61,Male,104986,99,Groceries,758.94,2022-01-21,9,Phoenix,Credit Card,False,0,758.94,0.0,510,72,7967.25,860.82
131,45,Female,58961,76,Home & Kitchen,700.07,2021-07-12,75,Philadelphia,Mobile Payment,True,27,511.05,189.02000000000004,151,87,8362.28,597.93
132,21,Male,149175,13,Groceries,517.82,2021-11-01,70,Phoenix,Mobile Payment,True,14,445.33,72.49000000000007,431,35,1194.87,467.11
133,25,Female,91032,26,Groceries,201.4,2021-04-22,26,Phoenix,Mobile Payment,True,14,173.2,28.200000000000017,69,45,8721.39,167.95
134,59,Male,99099,88,Groceries,913.76,2021-03-19,95,San Diego,Debit Card,True,3,886.35,27.409999999999968,995,59,866.5,812.87
135,50,Male,65127,69,Electronics,356.24,2021-05-12,88,Dallas,Credit Card,True,12,313.49,42.75,542,68,7383.84,391.83
136,67,Female,121999,27,Home & Kitchen,81.12,2022-02-26,72,Philadelphia,Cash,False,0,81.12,0.0,146,53,6448.04,73.37
137,59,Male,95463,48,Groceries,204.81,2023-01-18,63,Dallas,Credit Card,True,4,196.62,8.189999999999998,82,86,2910.51,178.93
138,23,Female,61518,61,Clothing,60.93,2023-02-11,1,Los Angeles,Cash,False,0,60.93,0.0,325,5,1295.78,71.7
139,67,Male,127242,47,Groceries,894.68,2021-01-17,68,Phoenix,Online Transfer,False,0,894.68,0.0,195,40,1733.49,968.2
140,33,Female,54114,18,Health & Beauty,622.74,2021-03-15,72,Chicago,Mobile Payment,False,0,622.74,0.0,707,68,4829.9,702.47
141,27,Female,130559,51,Clothing,371.51,2022-04-10,83,Phoenix,Credit Card,True,30,260.06,111.45,137,5,4218.41,347.94
142,63,Male,20890,50,Clothing,414.76,2023-03-20,60,Dallas,Online Transfer,False,0,414.76,0.0,659,90,5155.82,469.6
143,39,Female,133567,70,Books,773.33,2020-11-11,44,San Jose,Cash,False,0,773.33,0.0,628,22,4000.99,820.2
144,42,Male,107813,1,Health & Beauty,823.12,2023-06-28,92,Chicago,Cash,False,0,823.12,0.0,962,40,422.22,781.71
145,28,Male,140526,43,Electronics,464.14,2020-07-25,16,Chicago,Debit Card,True,14,399.16,64.97999999999996,295,51,7900.82,442.21
146,69,Male,146555,31,Home & Kitchen,167.63,2022-12-11,16,Phoenix,Online Transfer,True,25,125.72,41.91,297,66,4364.36,169.8
147,21,Female,29255,91,Books,838.83,2022-03-03,50,Chicago,Credit Card,False,0,838.83,0.0,595,91,1344.21,676.05
148,18,Male,121120,34,Health & Beauty,350.66,2021-08-15,89,New York,Credit Card,False,0,350.66,0.0,94,47,9643.95,404.91
149,44,Female,72018,42,Clothing,817.47,2020-10-20,39,San Antonio,Mobile Payment,False,0,817.47,0.0,57,1,211.14,895.51
150,26,Male,25236,93,Home & Kitchen,402.51,2022-01-16,84,Phoenix,Online Transfer,False,0,402.51,0.0,837,24,9559.39,480.09
151,55,Male,34357,54,Groceries,471.9,2020-08-07,78,Houston,Mobile Payment,True,18,386.96,84.94,242,12,8340.06,438.5
152,48,Male,23329,32,Electronics,729.69,2023-05-19,83,Chicago,Cash,False,0,729.69,0.0,282,19,4592.27,630.72
153,44,Female,101978,88,Home & Kitchen,231.86,2022-01-13,95,Los Angeles,Credit Card,True,0,231.86,0.0,358,8,3154.97,263.41
154,25,Male,128959,68,Electronics,996.47,2022-02-09,75,Chicago,Online Transfer,True,21,787.21,209.26,402,22,5804.96,1143.26
155,43,Male,148929,79,Health & Beauty,762.74,2022-10-13,62,Houston,Debit Card,True,4,732.23,30.50999999999999,245,48,8728.2,819.4
156,19,Male,91805,27,Health & Beauty,979.54,2023-01-11,54,Philadelphia,Mobile Payment,False,0,979.54,0.0,942,12,8755.89,1157.64
157,18,Female,23604,12,Groceries,677.56,2021-10-04,63,Chicago,Cash,False,0,677.56,0.0,650,20,9890.11,645.82
158,36,Female,136345,82,Clothing,109.2,2022-02-16,100,San Antonio,Cash,False,0,109.2,0.0,389,80,9896.66,90.33
159,49,Female,95942,60,Health & Beauty,172.03,2022-06-20,61,Dallas,Debit Card,False,0,172.03,0.0,97,61,7262.17,203.14
160,21,Male,138556,89,Electronics,915.34,2022-03-11,95,Los Angeles,Debit Card,True,24,695.66,219.6800000000001,765,83,8834.39,829.38
161,58,Female,126847,20,Clothing,336.85,2021-03-20,46,San Antonio,Cash,False,0,336.85,0.0,102,61,8922.93,326.92
162,32,Male,51680,100,Books,223.92,2023-01-24,32,San Jose,Mobile Payment,True,28,161.22,62.69999999999999,686,14,8701.88,241.61
163,58,Male,80552,17,Health & Beauty,610.8,2022-09-25,89,Houston,Debit Card,False,0,610.8,0.0,69,83,3758.47,604.44
164,30,Male,146342,9,Home & Kitchen,490.8,2021-02-11,68,Dallas,Credit Card,False,0,490.8,0.0,880,5,2875.61,573.48
165,23,Female,100083,40,Home & Kitchen,816.27,2021-06-17,51,San Diego,Mobile Payment,True,1,808.11,8.159999999999968,298,7,254.04,706.73
166,27,Female,66721,15,Clothing,881.56,2022-04-01,36,San Antonio,Cash,False,0,881.56,0.0,60,94,2349.78,779.56
167,68,Female,35455,67,Clothing,945.34,2021-09-06,56,Houston,Credit Card,True,5,898.07,47.26999999999998,348,97,1648.95,1028.3
168,53,Male,27368,63,Health & Beauty,498.16,2020-08-02,23,New York,Credit Card,False,0,498.16,0.0,87,26,9436.15,399.01
169,49,Male,141182,14,Groceries,538.82,2021-09-04,36,Chicago,Mobile Payment,True,4,517.27,21.550000000000068,721,46,208.82,462.58
170,55,Female,82216,48,Health & Beauty,254.26,2020-10-16,74,Philadelphia,Debit Card,True,10,228.83,25.42999999999998,81,66,425.89,279.95
171,57,Female,31971,4,Home & Kitchen,47.07,2022-10-06,4,San Jose,Online Transfer,False,0,47.07,0.0,697,58,1024.28,43.04
172,38,Female,130287,7,Home & Kitchen,349.06,2021-04-15,93,Chicago,Credit Card,True,15,296.7,52.360000000000014,918,63,1453.94,305.13
173,45,Female,53965,11,Electronics,76.45,2022-05-15,74,Chicago,Mobile Payment,True,26,56.57,19.880000000000003,368,58,5948.17,64.57
174,48,Male,92680,10,Home & Kitchen,781.77,2022-10-16,89,Chicago,Online Transfer,False,0,781.77,0.0,925,89,1116.96,698.36
175,58,Male,102874,6,Groceries,383.5,2023-03-28,71,Dallas,Online Transfer,True,28,276.12,107.38,589,57,6429.67,378.92
176,27,Male,56658,35,Health & Beauty,77.83,2021-03-04,83,Chicago,Cash,True,8,71.6,6.230000000000004,199,30,5842.36,66.2
177,69,Male,46671,100,Groceries,261.0,2021-10-26,83,San Diego,Debit Card,True,12,229.68,31.319999999999997,871,0,1120.92,303.93
178,22,Male,44940,66,Home & Kitchen,276.18,2021-01-24,62,New York,Online Transfer,True,15,234.75,41.43000000000001,364,22,3401.26,232.33
179,34,Male,95960,21,Groceries,173.28,2021-01-17,74,Los Angeles,Mobile Payment,True,30,121.3,51.98,913,25,1815.35,188.99
180,53,Male,81328,24,Electronics,717.9,2021-08-06,39,Dallas,Online Transfer,True,6,674.83,43.069999999999936,453,64,9813.38,690.81
181,62,Female,82089,10,Groceries,669.64,2021-08-07,75,San Jose,Debit Card,True,9,609.37,60.26999999999998,767,87,7517.25,613.64
182,50,Female,48692,66,Clothing,908.55,2022-07-04,52,New York,Online Transfer,True,15,772.27,136.27999999999997,985,65,6057.14,839.47
183,42,Female,29761,13,Books,342.58,2021-04-15,64,Los Angeles,Cash,True,8,315.17,27.409999999999968,75,87,3211.19,317.71
184,48,Male,113958,35,Home & Kitchen,574.32,2023-04-04,30,Phoenix,Mobile Payment,False,0,574.32,0.0,887,14,8339.52,476.92
185,68,Female,137985,34,Books,476.83,2021-02-09,84,Los Angeles,Credit Card,False,0,476.83,0.0,376,26,1971.49,431.38
186,41,Female,68887,12,Clothing,121.62,2021-07-17,33,San Diego,Debit Card,False,0,121.62,0.0,487,49,9271.99,131.32
187,29,Male,63204,96,Health & Beauty,300.24,2023-02-04,16,San Diego,Debit Card,True,14,258.21,42.03000000000003,774,63,192.98,246.19
188,68,Female,96148,32,Home & Kitchen,924.35,2021-12-12,37,San Jose,Cash,True,17,767.21,157.14,250,55,3081.95,948.61
189,56,Male,51430,82,Groceries,203.8,2022-11-06,86,Los Angeles,Debit Card,True,29,144.7,59.10000000000002,840,45,2970.77,202.64
190,35,Male,65701,79,Home & Kitchen,568.52,2022-10-18,45,San Antonio,Online Transfer,True,10,511.67,56.849999999999966,905,82,5469.58,589.74
191,30,Female,93850,14,Health & Beauty,388.57,2023-04-24,83,New York,Cash,False,0,388.57,0.0,194,67,1211.52,325.67
192,58,Male,72421,16,Home & Kitchen,781.94,2020-07-14,29,Phoenix,Credit Card,False,0,781.94,0.0,472,14,1413.47,784.54
193,25,Female,46721,15,Health & Beauty,291.07,2021-05-08,9,San Antonio,Cash,True,12,256.14,34.93000000000001,885,11,3831.75,271.59
194,23,Female,47697,14,Electronics,654.61,2021-08-29,82,Houston,Cash,False,0,654.61,0.0,684,100,8745.45,625.92
195,58,Female,24413,21,Health & Beauty,916.75,2023-03-29,12,Philadelphia,Debit Card,True,4,880.08,36.66999999999996,784,53,4618.17,928.35
196,49,Female,24514,29,Books,357.6,2021-11-08,80,Chicago,Online Transfer,True,3,346.87,10.730000000000018,725,2,1903.54,427.63
197,34,Female,96971,86,Electronics,638.64,2021-02-11,59,Los Angeles,Cash,True,6,600.32,38.319999999999936,402,68,9965.51,747.21
198,43,Male,39235,87,Clothing,246.31,2022-05-30,85,Houston,Credit Card,True,9,224.14,22.170000000000016,369,57,7271.97,287.7
